DAC	thr_voltage
0	0.0259555651
1	0.339243096
1	0.337807594
1	0.337748902
1	0.337799838
2	0.33775927
2	0.336317133
2	0.336312004
2	0.336317709
3	0.336334854
3	0.334847498
3	0.334845872
3	0.334848023
4	0.334866417
4	0.333423135
4	0.333389335
4	0.333412185
5	0.33339412
5	0.33191468
5	0.331929099
5	0.331940512
6	0.331957668
6	0.330449583
6	0.330403317
6	0.330443508
7	0.330460801
7	0.328948335
7	0.32893281
7	0.328914864
8	0.328912522
8	0.327495764
8	0.32744354
8	0.327417784
9	0.327445398
9	0.325923463
9	0.325934792
9	0.325925902
10	0.325964502
10	0.324419767
10	0.324438255
10	0.324450494
11	0.32444635
11	0.322922751
11	0.322906448
11	0.32285305
12	0.322893111
12	0.321385899
12	0.321387531
12	0.321442364
13	0.321481252
13	0.319928469
13	0.319931581
13	0.319943063
14	0.319956202
14	0.318444122
14	0.318431075
14	0.318428734
15	0.31847986
15	0.317024456
15	0.316981895
15	0.316991927
16	0.316965696
16	0.315485536
16	0.315520718
16	0.315476186
17	0.315492583
17	0.314016926
17	0.314015554
17	0.314044184
18	0.314026958
18	0.3125744
18	0.312568294
18	0.312618881
19	0.312627745
19	0.311138921
19	0.311126149
19	0.311127689
20	0.311149372
20	0.30965276
20	0.309689453
20	0.309685337
21	0.309675672
21	0.308171059
21	0.308191148
21	0.308210339
22	0.308254279
22	0.30669495
22	0.306695732
22	0.306709221
23	0.306693057
23	0.305209861
23	0.305186258
23	0.30513735
24	0.30514803
24	0.303745405
24	0.303703113
24	0.303741053
25	0.303769901
25	0.302294777
25	0.302284563
25	0.302272928
26	0.302276415
26	0.300738908
26	0.300730383
26	0.30074926
27	0.300749888
27	0.299223021
27	0.299222351
27	0.299206261
28	0.299179081
28	0.297706117
28	0.297736983
28	0.297742925
29	0.297720987
29	0.296268627
29	0.296301267
29	0.296256159
30	0.296273268
30	0.294801334
30	0.29478147
30	0.294781962
31	0.294792869
31	0.293290006
31	0.293295717
31	0.293311262
32	0.293292665
32	0.291792942
32	0.291788314
32	0.291784422
33	0.291795127
33	0.290348192
33	0.290322829
33	0.290344978
34	0.290348722
34	0.28889521
34	0.288880044
34	0.288880242
35	0.288928147
35	0.287494917
35	0.287496641
35	0.287496814
36	0.287477055
36	0.286040512
36	0.286060055
36	0.286066808
37	0.286059855
37	0.28455998
37	0.284570899
37	0.284578974
38	0.284597334
38	0.2830912
38	0.283098689
38	0.283062371
39	0.28304218
39	0.281585337
39	0.281627113
39	0.28162172
40	0.281617504
40	0.280142996
